"","modality","type","period","brain_measure","estimate","SE","DF","t","p","effect","sig","sig_level","brain_measure_name","subtype"
"926","vision","higher_level","cue","NAc_core_like_L",-0.068,0.044,2919.09,-1.56,0.119,"cue_sk_pos",FALSE,"","Left NAc core","pain_higher_level"
"927","pain","higher_level","cue","Ctx_8C_L_and_Ctx_46_L",-0.065,0.04,2887.12,-1.63,0.104,"cue_sk_pos",FALSE,"","Left dlPFC","pain_higher_level"
"928","vision","higher_level","cue","Ctx_8C_L_and_Ctx_46_L",-0.032,0.043,2951.71,-0.75,0.451,"cue_sk_pos",FALSE,"","Left dlPFC","pain_higher_level"
"929","pain","visual","cue","Ctx_V1_L",0.009,0.041,2897.77,0.22,0.825,"cue_sk_pos",FALSE,"","Left V1","visual_early_percept"
"930","vision","visual","cue","Ctx_V1_L",-0.054,0.042,2958.29,-1.27,0.203,"cue_sk_pos",FALSE,"","Left V1","visual_early_percept"
"931","pain","visual","cue","Ctx_V2_L",-0.012,0.041,2942.95,-0.28,0.78,"cue_sk_pos",FALSE,"","Left V2","visual_early_percept"
"932","vision","visual","cue","Ctx_V2_L",-0.061,0.042,2961.06,-1.45,0.148,"cue_sk_pos",FALSE,"","Left V2","visual_early_percept"
"933","pain","visual","cue","Ctx_V3_L",-0.002,0.041,2942.69,-0.04,0.969,"cue_sk_pos",FALSE,"","Left V3","pain_early_percept"
"934","vision","visual","cue","Ctx_V3_L",-0.055,0.043,2961.27,-1.3,0.195,"cue_sk_pos",FALSE,"","Left V3","pain_early_percept"
"935","pain","visual","cue","Ctx_V4_L",-0.014,0.042,2938.44,-0.34,0.736,"cue_sk_pos",FALSE,"","Left V4","pain_early_percept"
"936","vision","visual","cue","Ctx_V4_L",-0.046,0.043,2963.47,-1.09,0.277,"cue_sk_pos",FALSE,"","Left V4","pain_early_percept"
"937","pain","visual","cue","Ctx_V3A_L",0.042,0.042,2891.94,1,0.318,"cue_sk_pos",FALSE,"","Left V3A","visual_other"
"938","vision","visual","cue","Ctx_V3A_L",-0.053,0.042,2956.7,-1.28,0.201,"cue_sk_pos",FALSE,"","Left V3A","visual_other"
"939","pain","visual","cue","Ctx_V3B_L",0.002,0.041,2936.83,0.04,0.964,"cue_sk_pos",FALSE,"","Left V3B","visual_other"
"940","vision","visual","cue","Ctx_V3B_L",-0.012,0.042,2956.03,-0.29,0.771,"cue_sk_pos",FALSE,"","Left V3B","visual_other"
"941","pain","visual","cue","Ctx_MT_L",0.013,0.04,2898.34,0.31,0.755,"cue_sk_pos",FALSE,"","Left V5 (MT)","pain_early_percept"
"942","vision","visual","cue","Ctx_MT_L",0.053,0.042,2957.17,1.26,0.209,"cue_sk_pos",FALSE,"","Left V5 (MT)","pain_early_percept"
"943","pain","visual","cue","Ctx_VMV1_L",-0.015,0.042,2897.91,-0.35,0.726,"cue_sk_pos",FALSE,"","Left ventro-medial V1","visual_other"
"944","vision","visual","cue","Ctx_VMV1_L",-0.037,0.043,2916.17,-0.88,0.381,"cue_sk_pos",FALSE,"","Left ventro-medial V1","visual_other"
"945","pain","visual","cue","Ctx_VMV3_L",0.026,0.042,2934.8,0.62,0.535,"cue_sk_pos",FALSE,"","Left ventro-medial V3","visual_other"
"946","vision","visual","cue","Ctx_VMV3_L",-0.019,0.042,2959.33,-0.44,0.657,"cue_sk_pos",FALSE,"","Left ventro-medial V3","visual_other"
"947","pain","visual","cue","Ctx_V4t_L",0.008,0.041,2898.36,0.2,0.84,"cue_sk_pos",FALSE,"","Left V4t","visual_other"
"948","vision","visual","cue","Ctx_V4t_L",0.039,0.042,2960.02,0.92,0.356,"cue_sk_pos",FALSE,"","Left V4t","visual_other"
"949","pain","visual","cue","Ctx_V3CD_L",-0.007,0.042,2896.57,-0.17,0.862,"cue_sk_pos",FALSE,"","Left V3CD","visual_other"
"950","vision","visual","cue","Ctx_V3CD_L",-0.015,0.041,2962.71,-0.35,0.723,"cue_sk_pos",FALSE,"","Left V3CD","visual_other"
"951","pain","visual","cue","Ctx_VMV2_L",0.018,0.042,2935.78,0.42,0.675,"cue_sk_pos",FALSE,"","Left ventro-medial V2","visual_other"
"952","vision","visual","cue","Ctx_VMV2_L",0.001,0.042,2954.31,0.03,0.978,"cue_sk_pos",FALSE,"","Left ventro-medial V2","visual_other"
"953","pain","visual","cue","Ctx_V1_R",-0.031,0.041,2933.79,-0.75,0.452,"cue_sk_pos",FALSE,"","Right V1","visual_early_percept"
"954","vision","visual","cue","Ctx_V1_R",-0.066,0.043,2957.47,-1.54,0.125,"cue_sk_pos",FALSE,"","Right V1","visual_early_percept"
"955","pain","visual","cue","Ctx_V2_R",0.014,0.041,2940.01,0.35,0.729,"cue_sk_pos",FALSE,"","Right V2","visual_early_percept"
"956","vision","visual","cue","Ctx_V2_R",-0.067,0.043,2961.44,-1.56,0.118,"cue_sk_pos",FALSE,"","Right V2","visual_early_percept"
"957","pain","visual","cue","Ctx_V3_R",-0.013,0.041,2937.2,-0.32,0.746,"cue_sk_pos",FALSE,"","Right V3","pain_early_percept"
"958","vision","visual","cue","Ctx_V3_R",-0.054,0.043,2960.81,-1.27,0.204,"cue_sk_pos",FALSE,"","Right V3","pain_early_percept"
"959","pain","visual","cue","Ctx_V4_R",-0.052,0.041,2925.97,-1.27,0.203,"cue_sk_pos",FALSE,"","Right V4","pain_early_percept"
"960","vision","visual","cue","Ctx_V4_R",-0.059,0.043,2952.51,-1.39,0.166,"cue_sk_pos",FALSE,"","Right V4","pain_early_percept"
"961","pain","visual","cue","Ctx_V3A_R",0.018,0.041,2892.77,0.44,0.659,"cue_sk_pos",FALSE,"","Right V3A","visual_other"
"962","vision","visual","cue","Ctx_V3A_R",-0.05,0.042,2955.36,-1.19,0.235,"cue_sk_pos",FALSE,"","Right V3A","visual_other"
"963","pain","visual","cue","Ctx_V3B_R",0.016,0.041,2882.78,0.4,0.69,"cue_sk_pos",FALSE,"","Right V3B","visual_other"
"964","vision","visual","cue","Ctx_V3B_R",-0.015,0.042,2962.69,-0.35,0.723,"cue_sk_pos",FALSE,"","Right V3B","visual_other"
"965","pain","visual","cue","Ctx_MT_R",-0.034,0.04,2935.72,-0.83,0.405,"cue_sk_pos",FALSE,"","Right V5 (MT)","pain_early_percept"
"966","vision","visual","cue","Ctx_MT_R",-0.029,0.042,2916.4,-0.68,0.499,"cue_sk_pos",FALSE,"","Right V5 (MT)","pain_early_percept"
"967","pain","visual","cue","Ctx_VMV1_R",0.038,0.042,2936.53,0.9,0.368,"cue_sk_pos",FALSE,"","Right ventro-medial V1","visual_other"
"968","vision","visual","cue","Ctx_VMV1_R",-0.049,0.043,2955.5,-1.15,0.248,"cue_sk_pos",FALSE,"","Right ventro-medial V1","visual_other"
"969","pain","visual","cue","Ctx_VMV3_R",0.073,0.041,2940.81,1.76,0.079,"cue_sk_pos",FALSE,"","Right ventro-medial V3","visual_other"
"970","vision","visual","cue","Ctx_VMV3_R",-0.022,0.042,2957.99,-0.53,0.595,"cue_sk_pos",FALSE,"","Right ventro-medial V3","visual_other"
"971","pain","visual","cue","Ctx_V4t_R",-0.001,0.04,2929.5,-0.03,0.976,"cue_sk_pos",FALSE,"","Right V4t","visual_other"
"972","vision","visual","cue","Ctx_V4t_R",-0.029,0.042,2908.09,-0.68,0.497,"cue_sk_pos",FALSE,"","Right V4t","visual_other"
"973","pain","visual","cue","Ctx_V3CD_R",-0.023,0.041,2886.11,-0.56,0.574,"cue_sk_pos",FALSE,"","Right V3CD","visual_other"
"974","vision","visual","cue","Ctx_V3CD_R",-0.009,0.042,2955.52,-0.21,0.834,"cue_sk_pos",FALSE,"","Right V3CD","visual_other"
"975","pain","visual","cue","Ctx_VMV2_R",0.03,0.042,2931.68,0.71,0.478,"cue_sk_pos",FALSE,"","Right ventro-medial V2","visual_other"
"976","vision","visual","cue","Ctx_VMV2_R",-0.013,0.043,2954.84,-0.31,0.76,"cue_sk_pos",FALSE,"","Right ventro-medial V2","visual_other"
"977","pain","visual","cue","Thal_Lateral_Geniculate_Nucleus_L",0.015,0.042,2898.81,0.35,0.724,"cue_sk_pos",FALSE,"","Left LGN","visual_early_percept"
"978","vision","visual","cue","Thal_Lateral_Geniculate_Nucleus_L",-0.034,0.043,2927.99,-0.79,0.428,"cue_sk_pos",FALSE,"","Left LGN","visual_early_percept"
"979","pain","visual","cue","Thal_Lateral_Geniculate_Nucleus_R",-0.013,0.043,2936.49,-0.3,0.764,"cue_sk_pos",FALSE,"","Right LGN","visual_early_percept"
"980","vision","visual","cue","Thal_Lateral_Geniculate_Nucleus_R",-0.042,0.044,2963.31,-0.96,0.337,"cue_sk_pos",FALSE,"","Right LGN","visual_early_percept"
"981","pain","neuromarker","stim","nps",0.006,0.027,2904.36,0.21,0.836,"cue_mean_X_var",FALSE,"","NPS","pain_neuromarker"
"982","vision","neuromarker","stim","nps",0,0.03,2946.37,0.02,0.988,"cue_mean_X_var",FALSE,"","NPS","pain_neuromarker"
"983","pain","neuromarker","stim","siips",-0.007,0.028,2936.44,-0.24,0.814,"cue_mean_X_var",FALSE,"","SIIPS","pain_neuromarker"
"984","vision","neuromarker","stim","siips",-0.011,0.03,2934.91,-0.38,0.704,"cue_mean_X_var",FALSE,"","SIIPS","pain_neuromarker"
"985","pain","pain","stim","Thal_VPLM_R",-0.006,0.029,2946.78,-0.21,0.836,"cue_mean_X_var",FALSE,"","Right VPL/VPM Thal","pain_early_percept"
"986","vision","pain","stim","Thal_VPLM_R",0.026,0.031,2963.31,0.83,0.408,"cue_mean_X_var",FALSE,"","Right VPL/VPM Thal","pain_early_percept"
"987","pain","pain","stim","Thal_VPLM_L",0.006,0.029,2914.76,0.22,0.83,"cue_mean_X_var",FALSE,"","Left VPL/VPM Thal","pain_early_percept"
"988","vision","pain","stim","Thal_VPLM_L",0.022,0.031,2964.35,0.7,0.481,"cue_mean_X_var",FALSE,"","Left VPL/VPM Thal","pain_early_percept"
"989","pain","pain","stim","Thal_MD",-0.01,0.029,2948.84,-0.35,0.728,"cue_mean_X_var",FALSE,"","Med Thal","pain_percept"
"990","vision","pain","stim","Thal_MD",0.041,0.031,2912.24,1.32,0.186,"cue_mean_X_var",FALSE,"","Med Thal","pain_percept"
"991","pain","pain","stim","Bstem_PAG",0.025,0.03,2915.29,0.83,0.406,"cue_mean_X_var",FALSE,"","PAG","pain_percept"
"992","vision","pain","stim","Bstem_PAG",0.03,0.031,2917.93,0.97,0.334,"cue_mean_X_var",FALSE,"","PAG","pain_percept"
"993","pain","pain","stim","dpIns_L",-0.005,0.028,2913.91,-0.18,0.858,"cue_mean_X_var",FALSE,"","Left dpIns","pain_early_percept"
"994","vision","pain","stim","dpIns_L",0.002,0.031,2949.28,0.06,0.953,"cue_mean_X_var",FALSE,"","Left dpIns","pain_early_percept"
"995","pain","pain","stim","dpIns_R",-0.003,0.027,2948.54,-0.1,0.916,"cue_mean_X_var",FALSE,"","Right dpIns","pain_early_percept"
"996","vision","pain","stim","dpIns_R",-0.005,0.031,2947.19,-0.16,0.871,"cue_mean_X_var",FALSE,"","Right dpIns","pain_early_percept"
"997","pain","pain","stim","aIns_L",-0.007,0.029,2948.62,-0.23,0.82,"cue_mean_X_var",FALSE,"","Left aIns","pain_other"
"998","vision","pain","stim","aIns_L",0.009,0.031,2917.67,0.29,0.775,"cue_mean_X_var",FALSE,"","Left aIns","pain_other"
"999","pain","pain","stim","aIns_R",0.002,0.028,2912.07,0.07,0.942,"cue_mean_X_var",FALSE,"","Right aIns","pain_other"
"1000","vision","pain","stim","aIns_R",0.007,0.031,2957.23,0.22,0.822,"cue_mean_X_var",FALSE,"","Right aIns","pain_other"
"1001","pain","pain","stim","aMCC_MPFC",-0.021,0.028,2912.39,-0.75,0.453,"cue_mean_X_var",FALSE,"","aMCC","pain_percept"
"1002","vision","pain","stim","aMCC_MPFC",0.019,0.031,2949.65,0.6,0.548,"cue_mean_X_var",FALSE,"","aMCC","pain_percept"
"1003","pain","pain","stim","s1_handplus_L",-0.02,0.027,2916.25,-0.76,0.445,"cue_mean_X_var",FALSE,"","Left S1 hand","pain_other"
"1004","vision","pain","stim","s1_handplus_L",-0.016,0.03,2955.79,-0.54,0.586,"cue_mean_X_var",FALSE,"","Left S1 hand","pain_other"
"1005","pain","pain","stim","s1_handplus_R",0.018,0.026,2948.39,0.67,0.5,"cue_mean_X_var",FALSE,"","Right S1 hand","pain_other"
"1006","vision","pain","stim","s1_handplus_R",-0.008,0.031,2945.52,-0.26,0.793,"cue_mean_X_var",FALSE,"","Right S1 hand","pain_other"
"1007","pain","higher_level","stim","Ctx_IPS1_L",-0.003,0.029,2948.94,-0.11,0.914,"cue_mean_X_var",FALSE,"","Left IPS","visual_higher_level"
"1008","vision","higher_level","stim","Ctx_IPS1_L",0.029,0.029,2958.11,0.99,0.325,"cue_mean_X_var",FALSE,"","Left IPS","visual_higher_level"
"1009","pain","higher_level","stim","Ctx_11l_L",0.023,0.03,2911.58,0.79,0.432,"cue_mean_X_var",FALSE,"","Left mid-lateral OFC","pain_higher_level"
"1010","vision","higher_level","stim","Ctx_11l_L",0.015,0.031,2956.96,0.5,0.62,"cue_mean_X_var",FALSE,"","Left mid-lateral OFC","pain_higher_level"
"1011","pain","higher_level","stim","Ctx_IPS1_R",-0.009,0.03,2914.69,-0.31,0.754,"cue_mean_X_var",FALSE,"","Right IPS","visual_higher_level"
"1012","vision","higher_level","stim","Ctx_IPS1_R",0.054,0.029,2956.15,1.86,0.064,"cue_mean_X_var",FALSE,"","Right IPS","visual_higher_level"
"1013","pain","higher_level","stim","Ctx_p9_46v_R",-0.005,0.03,2948.72,-0.18,0.854,"cue_mean_X_var",FALSE,"","Right dlPFC","pain_higher_level"
"1014","vision","higher_level","stim","Ctx_p9_46v_R",0.004,0.03,2953.91,0.14,0.885,"cue_mean_X_var",FALSE,"","Right dlPFC","pain_higher_level"
"1015","pain","higher_level","stim","Ctx_11l_R",0.003,0.03,2948.8,0.11,0.916,"cue_mean_X_var",FALSE,"","Right mid-lateral OFC","pain_higher_level"
"1016","vision","higher_level","stim","Ctx_11l_R",-0.01,0.031,2948.7,-0.33,0.74,"cue_mean_X_var",FALSE,"","Right mid-lateral OFC","pain_higher_level"
"1017","pain","higher_level","stim","NAc_shell_like_R",0.039,0.03,2915.26,1.31,0.192,"cue_mean_X_var",FALSE,"","Right NAc shell","pain_higher_level"
"1018","vision","higher_level","stim","NAc_shell_like_R",0.062,0.031,2958.19,1.98,0.048,"cue_mean_X_var",TRUE,"*","Right NAc shell","pain_higher_level"
"1019","pain","higher_level","stim","NAc_core_like_R",0.047,0.029,2912.82,1.58,0.114,"cue_mean_X_var",FALSE,"","Right NAc core","pain_higher_level"
"1020","vision","higher_level","stim","NAc_core_like_R",0.001,0.031,2959.84,0.03,0.975,"cue_mean_X_var",FALSE,"","Right NAc core","pain_higher_level"
"1021","pain","higher_level","stim","NAc_shell_like_L",0.045,0.03,2948.63,1.5,0.133,"cue_mean_X_var",FALSE,"","Left NAc shell","pain_higher_level"
"1022","vision","higher_level","stim","NAc_shell_like_L",0.037,0.031,2964.07,1.18,0.237,"cue_mean_X_var",FALSE,"","Left NAc shell","pain_higher_level"
"1023","pain","higher_level","stim","NAc_core_like_L",0.073,0.03,2948.29,2.43,0.015,"cue_mean_X_var",TRUE,"*","Left NAc core","pain_higher_level"
"1024","vision","higher_level","stim","NAc_core_like_L",0.033,0.031,2967.5,1.08,0.28,"cue_mean_X_var",FALSE,"","Left NAc core","pain_higher_level"
"1025","pain","higher_level","stim","Ctx_8C_L_and_Ctx_46_L",0.001,0.03,2948.82,0.05,0.961,"cue_mean_X_var",FALSE,"","Left dlPFC","pain_higher_level"
"1026","vision","higher_level","stim","Ctx_8C_L_and_Ctx_46_L",0.003,0.031,2951.63,0.09,0.925,"cue_mean_X_var",FALSE,"","Left dlPFC","pain_higher_level"
"1027","pain","visual","stim","Ctx_V1_L",0.04,0.029,2916.1,1.39,0.164,"cue_mean_X_var",FALSE,"","Left V1","visual_early_percept"
"1028","vision","visual","stim","Ctx_V1_L",0.027,0.029,2950.37,0.94,0.348,"cue_mean_X_var",FALSE,"","Left V1","visual_early_percept"
"1029","pain","visual","stim","Ctx_V2_L",0.041,0.029,2948.67,1.44,0.151,"cue_mean_X_var",FALSE,"","Left V2","visual_early_percept"
"1030","vision","visual","stim","Ctx_V2_L",0.025,0.029,2952.39,0.85,0.395,"cue_mean_X_var",FALSE,"","Left V2","visual_early_percept"
"1031","pain","visual","stim","Ctx_V3_L",0.042,0.028,2915.66,1.49,0.136,"cue_mean_X_var",FALSE,"","Left V3","pain_early_percept"
"1032","vision","visual","stim","Ctx_V3_L",0,0.028,2955.42,-0.01,0.993,"cue_mean_X_var",FALSE,"","Left V3","pain_early_percept"
"1033","pain","visual","stim","Ctx_V4_L",0.018,0.029,2916.49,0.61,0.539,"cue_mean_X_var",FALSE,"","Left V4","pain_early_percept"
"1034","vision","visual","stim","Ctx_V4_L",0.006,0.025,2959.21,0.25,0.805,"cue_mean_X_var",FALSE,"","Left V4","pain_early_percept"
"1035","pain","visual","stim","Ctx_V3A_L",0.033,0.029,2908.81,1.13,0.259,"cue_mean_X_var",FALSE,"","Left V3A","visual_other"
"1036","vision","visual","stim","Ctx_V3A_L",-0.022,0.028,2955.12,-0.82,0.415,"cue_mean_X_var",FALSE,"","Left V3A","visual_other"
"1037","pain","visual","stim","Ctx_V3B_L",-0.01,0.029,2948.69,-0.36,0.719,"cue_mean_X_var",FALSE,"","Left V3B","visual_other"
"1038","vision","visual","stim","Ctx_V3B_L",-0.003,0.028,2960.44,-0.11,0.911,"cue_mean_X_var",FALSE,"","Left V3B","visual_other"
"1039","pain","visual","stim","Ctx_MT_L",0.015,0.029,2947.95,0.52,0.604,"cue_mean_X_var",FALSE,"","Left V5 (MT)","pain_early_percept"
"1040","vision","visual","stim","Ctx_MT_L",0.012,0.029,2960.6,0.43,0.666,"cue_mean_X_var",FALSE,"","Left V5 (MT)","pain_early_percept"
"1041","pain","visual","stim","Ctx_VMV1_L",0.012,0.029,2948.6,0.42,0.673,"cue_mean_X_var",FALSE,"","Left ventro-medial V1","visual_other"
"1042","vision","visual","stim","Ctx_VMV1_L",-0.017,0.03,2916.28,-0.56,0.577,"cue_mean_X_var",FALSE,"","Left ventro-medial V1","visual_other"
"1043","pain","visual","stim","Ctx_VMV3_L",0.024,0.029,2948.51,0.83,0.409,"cue_mean_X_var",FALSE,"","Left ventro-medial V3","visual_other"
"1044","vision","visual","stim","Ctx_VMV3_L",0.006,0.028,2962.41,0.23,0.819,"cue_mean_X_var",FALSE,"","Left ventro-medial V3","visual_other"
"1045","pain","visual","stim","Ctx_V4t_L",0.027,0.029,2947.59,0.93,0.35,"cue_mean_X_var",FALSE,"","Left V4t","visual_other"
"1046","vision","visual","stim","Ctx_V4t_L",0.02,0.027,2961.07,0.73,0.463,"cue_mean_X_var",FALSE,"","Left V4t","visual_other"
"1047","pain","visual","stim","Ctx_V3CD_L",0.028,0.029,2914.59,0.97,0.333,"cue_mean_X_var",FALSE,"","Left V3CD","visual_other"
"1048","vision","visual","stim","Ctx_V3CD_L",0.013,0.026,2960.27,0.51,0.609,"cue_mean_X_var",FALSE,"","Left V3CD","visual_other"
"1049","pain","visual","stim","Ctx_VMV2_L",0.03,0.029,2948.63,1.02,0.307,"cue_mean_X_var",FALSE,"","Left ventro-medial V2","visual_other"
"1050","vision","visual","stim","Ctx_VMV2_L",-0.011,0.029,2958.6,-0.38,0.702,"cue_mean_X_var",FALSE,"","Left ventro-medial V2","visual_other"
"1051","pain","visual","stim","Ctx_V1_R",0.017,0.029,2916,0.58,0.559,"cue_mean_X_var",FALSE,"","Right V1","visual_early_percept"
"1052","vision","visual","stim","Ctx_V1_R",0.022,0.029,2946.34,0.75,0.456,"cue_mean_X_var",FALSE,"","Right V1","visual_early_percept"
"1053","pain","visual","stim","Ctx_V2_R",0.03,0.029,2915.89,1.04,0.298,"cue_mean_X_var",FALSE,"","Right V2","visual_early_percept"
"1054","vision","visual","stim","Ctx_V2_R",0.015,0.028,2956.03,0.51,0.608,"cue_mean_X_var",FALSE,"","Right V2","visual_early_percept"
"1055","pain","visual","stim","Ctx_V3_R",0.045,0.029,2914.74,1.56,0.12,"cue_mean_X_var",FALSE,"","Right V3","pain_early_percept"
"1056","vision","visual","stim","Ctx_V3_R",-0.004,0.027,2960.87,-0.13,0.897,"cue_mean_X_var",FALSE,"","Right V3","pain_early_percept"
"1057","pain","visual","stim","Ctx_V4_R",0.038,0.029,2915.25,1.33,0.183,"cue_mean_X_var",FALSE,"","Right V4","pain_early_percept"
"1058","vision","visual","stim","Ctx_V4_R",0.004,0.027,2953.21,0.13,0.894,"cue_mean_X_var",FALSE,"","Right V4","pain_early_percept"
"1059","pain","visual","stim","Ctx_V3A_R",0.047,0.028,2913.82,1.67,0.095,"cue_mean_X_var",FALSE,"","Right V3A","visual_other"
"1060","vision","visual","stim","Ctx_V3A_R",0,0.027,2957.71,0.02,0.987,"cue_mean_X_var",FALSE,"","Right V3A","visual_other"
"1061","pain","visual","stim","Ctx_V3B_R",-0.001,0.029,2948.47,-0.02,0.984,"cue_mean_X_var",FALSE,"","Right V3B","visual_other"
"1062","vision","visual","stim","Ctx_V3B_R",0.04,0.029,2961.36,1.39,0.164,"cue_mean_X_var",FALSE,"","Right V3B","visual_other"
"1063","pain","visual","stim","Ctx_MT_R",0.019,0.029,2938.44,0.64,0.519,"cue_mean_X_var",FALSE,"","Right V5 (MT)","pain_early_percept"
"1064","vision","visual","stim","Ctx_MT_R",0.027,0.029,2956.46,0.94,0.349,"cue_mean_X_var",FALSE,"","Right V5 (MT)","pain_early_percept"
"1065","pain","visual","stim","Ctx_VMV1_R",0.016,0.029,2913.43,0.55,0.583,"cue_mean_X_var",FALSE,"","Right ventro-medial V1","visual_other"
"1066","vision","visual","stim","Ctx_VMV1_R",-0.018,0.03,2954.74,-0.61,0.542,"cue_mean_X_var",FALSE,"","Right ventro-medial V1","visual_other"
"1067","pain","visual","stim","Ctx_VMV3_R",0.038,0.028,2914.78,1.34,0.181,"cue_mean_X_var",FALSE,"","Right ventro-medial V3","visual_other"
"1068","vision","visual","stim","Ctx_VMV3_R",0,0.028,2912.54,0.02,0.987,"cue_mean_X_var",FALSE,"","Right ventro-medial V3","visual_other"
"1069","pain","visual","stim","Ctx_V4t_R",0.027,0.029,2863.93,0.9,0.366,"cue_mean_X_var",FALSE,"","Right V4t","visual_other"
"1070","vision","visual","stim","Ctx_V4t_R",0.048,0.029,2952.38,1.67,0.095,"cue_mean_X_var",FALSE,"","Right V4t","visual_other"
"1071","pain","visual","stim","Ctx_V3CD_R",0.039,0.029,2914.3,1.36,0.174,"cue_mean_X_var",FALSE,"","Right V3CD","visual_other"
"1072","vision","visual","stim","Ctx_V3CD_R",0.031,0.026,2945.96,1.19,0.234,"cue_mean_X_var",FALSE,"","Right V3CD","visual_other"
"1073","pain","visual","stim","Ctx_VMV2_R",0,0.029,2916.77,0,0.999,"cue_mean_X_var",FALSE,"","Right ventro-medial V2","visual_other"
"1074","vision","visual","stim","Ctx_VMV2_R",-0.026,0.029,2875.68,-0.91,0.362,"cue_mean_X_var",FALSE,"","Right ventro-medial V2","visual_other"
"1075","pain","visual","stim","Thal_Lateral_Geniculate_Nucleus_L",0,0.03,2914.56,0.01,0.988,"cue_mean_X_var",FALSE,"","Left LGN","visual_early_percept"
"1076","vision","visual","stim","Thal_Lateral_Geniculate_Nucleus_L",0.025,0.031,2962.66,0.81,0.418,"cue_mean_X_var",FALSE,"","Left LGN","visual_early_percept"
"1077","pain","visual","stim","Thal_Lateral_Geniculate_Nucleus_R",-0.032,0.03,2949.01,-1.07,0.286,"cue_mean_X_var",FALSE,"","Right LGN","visual_early_percept"
"1078","vision","visual","stim","Thal_Lateral_Geniculate_Nucleus_R",0.012,0.031,2927.36,0.38,0.702,"cue_mean_X_var",FALSE,"","Right LGN","visual_early_percept"
"1079","pain","neuromarker","cue","nps",-0.007,0.029,2890.52,-0.22,0.823,"cue_mean_X_var",FALSE,"","NPS","pain_neuromarker"
"1080","vision","neuromarker","cue","nps",0.02,0.03,2953.52,0.69,0.493,"cue_mean_X_var",FALSE,"","NPS","pain_neuromarker"
"1081","pain","neuromarker","cue","siips",0.017,0.029,2917.38,0.59,0.552,"cue_mean_X_var",FALSE,"","SIIPS","pain_neuromarker"
"1082","vision","neuromarker","cue","siips",0.033,0.031,2938.49,1.06,0.289,"cue_mean_X_var",FALSE,"","SIIPS","pain_neuromarker"
"1083","pain","pain","cue","Thal_VPLM_R",-0.022,0.03,2939.45,-0.71,0.475,"cue_mean_X_var",FALSE,"","Right VPL/VPM Thal","pain_early_percept"
"1084","vision","pain","cue","Thal_VPLM_R",0.024,0.031,2956.8,0.78,0.438,"cue_mean_X_var",FALSE,"","Right VPL/VPM Thal","pain_early_percept"
"1085","pain","pain","cue","Thal_VPLM_L",0.026,0.03,2906.29,0.86,0.389,"cue_mean_X_var",FALSE,"","Left VPL/VPM Thal","pain_early_percept"
"1086","vision","pain","cue","Thal_VPLM_L",-0.003,0.03,2963.36,-0.09,0.931,"cue_mean_X_var",FALSE,"","Left VPL/VPM Thal","pain_early_percept"
"1087","pain","pain","cue","Thal_MD",-0.02,0.029,2893.6,-0.68,0.497,"cue_mean_X_var",FALSE,"","Med Thal","pain_percept"
"1088","vision","pain","cue","Thal_MD",0.002,0.03,2957.54,0.05,0.959,"cue_mean_X_var",FALSE,"","Med Thal","pain_percept"
"1089","pain","pain","cue","Bstem_PAG",-0.046,0.031,2933.21,-1.52,0.13,"cue_mean_X_var",FALSE,"","PAG","pain_percept"
"1090","vision","pain","cue","Bstem_PAG",0.01,0.031,2960.97,0.31,0.76,"cue_mean_X_var",FALSE,"","PAG","pain_percept"
"1091","pain","pain","cue","dpIns_L",-0.012,0.029,2888.12,-0.4,0.689,"cue_mean_X_var",FALSE,"","Left dpIns","pain_early_percept"
"1092","vision","pain","cue","dpIns_L",0.002,0.03,2953.48,0.06,0.956,"cue_mean_X_var",FALSE,"","Left dpIns","pain_early_percept"
"1093","pain","pain","cue","dpIns_R",0.002,0.029,2887.03,0.07,0.941,"cue_mean_X_var",FALSE,"","Right dpIns","pain_early_percept"
"1094","vision","pain","cue","dpIns_R",0.013,0.031,2954.37,0.43,0.67,"cue_mean_X_var",FALSE,"","Right dpIns","pain_early_percept"
"1095","pain","pain","cue","aIns_L",-0.025,0.029,2890.42,-0.85,0.394,"cue_mean_X_var",FALSE,"","Left aIns","pain_other"
"1096","vision","pain","cue","aIns_L",-0.008,0.03,2906.86,-0.27,0.785,"cue_mean_X_var",FALSE,"","Left aIns","pain_other"
"1097","pain","pain","cue","aIns_R",-0.047,0.029,2892.69,-1.64,0.102,"cue_mean_X_var",FALSE,"","Right aIns","pain_other"
"1098","vision","pain","cue","aIns_R",0.001,0.03,2918.49,0.02,0.981,"cue_mean_X_var",FALSE,"","Right aIns","pain_other"
"1099","pain","pain","cue","aMCC_MPFC",-0.011,0.029,2894.1,-0.38,0.701,"cue_mean_X_var",FALSE,"","aMCC","pain_percept"
"1100","vision","pain","cue","aMCC_MPFC",-0.005,0.03,2950.32,-0.18,0.856,"cue_mean_X_var",FALSE,"","aMCC","pain_percept"
"1101","pain","pain","cue","s1_handplus_L",0,0.029,2932.15,-0.01,0.99,"cue_mean_X_var",FALSE,"","Left S1 hand","pain_other"
"1102","vision","pain","cue","s1_handplus_L",-0.023,0.03,2958.9,-0.75,0.455,"cue_mean_X_var",FALSE,"","Left S1 hand","pain_other"
"1103","pain","pain","cue","s1_handplus_R",0.028,0.029,2933.11,0.98,0.33,"cue_mean_X_var",FALSE,"","Right S1 hand","pain_other"
